,merchant,category,amt,job,is_fraud,trans_hour,age,location
282,Schmitt Lt,misc_net,757.36,"""Pilot, airline""",1,23,25,"Coulee Dam,WA"
283,Keeling-Crist,misc_pos,6.33,"""Pilot, airline""",1,23,25,"Coulee Dam,WA"
284,"""Reilly, Heaney and Cole""",gas_transport,8.45,Industrial/product designer,1,0,86,"Aurora,CO"
285,"""Rowe, Batz and Goodwin""",grocery_pos,301.9,"""Pilot, airline""",1,1,25,"Coulee Dam,WA"
286,Strosin-Cruickshank,grocery_pos,282.54,"""Pilot, airline""",1,1,25,"Coulee Dam,WA"
287,Schmitt Inc,gas_transport,10.41,Land/geomatics surveyor,1,1,52,"Utica,MO"
288,Kiehn-Emmerich,grocery_pos,315.55,Industrial/product designer,1,3,86,"Aurora,CO"
289,Prohaska-Murray,gas_transport,9.86,Industrial/product designer,1,3,86,"Aurora,CO"
290,Harris Inc,gas_transport,7.97,"""Pilot, airline""",1,3,25,"Coulee Dam,WA"
291,"""Labadie, Treutel and Bode""",shopping_net,955.52,Land/geomatics surveyor,1,9,52,"Utica,MO"
292,Bins-Howell,personal_care,21.96,Land/geomatics surveyor,1,15,52,"Utica,MO"
293,Mohr-Baye,shopping_net,1162.35,Industrial/product designer,1,17,86,"Aurora,CO"
294,Bahringer Group,health_fitness,18.08,Industrial/product designer,1,22,86,"Aurora,CO"
295,Heathcote LLC,shopping_net,932.41,Industrial/product designer,1,22,86,"Aurora,CO"
296,Fadel-Hilpert,health_fitness,26.13,Land/geomatics surveyor,1,22,52,"Utica,MO"
297,"""Haley, Batz and Aue""",health_fitness,18.2,Land/geomatics surveyor,1,23,52,"Utica,MO"
298,Jacobi Inc,health_fitness,19.57,Land/geomatics surveyor,1,23,52,"Utica,MO"
299,Kuhic LLC,shopping_net,797.05,Industrial/product designer,1,23,86,"Aurora,CO"
300,Herman Inc,misc_pos,6.39,"""Pilot, airline""",1,23,25,"Coulee Dam,WA"
301,"""Koss, Hansen and Lueilwitz""",home,231.12,Land/geomatics surveyor,1,23,52,"Utica,MO"
302,Altenwerth-Kilback,home,270.28,Land/geomatics surveyor,1,23,52,"Utica,MO"
303,Ratke and Sons,health_fitness,19.82,Land/geomatics surveyor,1,23,52,"Utica,MO"
304,Durgan-Aue,misc_net,758.05,Land/geomatics surveyor,1,0,52,"Utica,MO"
305,Deckow-O'Conne,grocery_pos,316.84,Industrial/product designer,1,0,86,"Aurora,CO"
306,Miller-Hauck,grocery_pos,315.96,Industrial/product designer,1,1,86,"Aurora,CO"
307,Heller-Langosh,gas_transport,8.12,Land/geomatics surveyor,1,2,52,"Utica,MO"
308,Parisian and Sons,gas_transport,9.21,Industrial/product designer,1,3,86,"Aurora,CO"
309,Murray-Smitham,grocery_pos,289.41,Industrial/product designer,1,3,86,"Aurora,CO"
310,Beier and Sons,home,236.87,Land/geomatics surveyor,1,23,52,"Utica,MO"
311,Rutherford-Mertz,grocery_pos,336.08,"""Nurse, mental health""",1,2,76,"Roseland,NE"
312,"""Kovacek, Dibbert and Ondrick""",grocery_pos,335.02,"""Nurse, mental health""",1,22,76,"Roseland,NE"
313,Predovic Inc,shopping_net,1011.94,"""Nurse, mental health""",1,23,76,"Roseland,NE"
314,"""Kilback, Nitzsche and Leffle""",travel,7.55,"""Nurse, mental health""",1,23,76,"Roseland,NE"
315,"""Gottlieb, Considine and Schultz""",shopping_net,1045.91,"""Nurse, mental health""",1,22,76,"Roseland,NE"
316,Cruickshank-Mills,entertainment,621.8,"""Nurse, mental health""",1,22,76,"Roseland,NE"
317,Ernser-Lynch,food_dining,98.7,Health physicist,1,0,53,"Newhall,CA"
318,"""Konopelski, Schneider and Hartmann""",food_dining,128.49,Health physicist,1,3,53,"Newhall,CA"
319,Rempel Inc,shopping_net,1038.29,Health physicist,1,1,53,"Newhall,CA"
320,Kerluke PLC,misc_net,910.76,"""Scientist, audiological""",1,22,95,"Fields Landing,CA"
321,Brown PLC,misc_net,697.52,"""Scientist, audiological""",1,23,95,"Fields Landing,CA"
322,Torp-Lemke,misc_pos,49.83,"""Scientist, audiological""",1,23,95,"Fields Landing,CA"
323,"""Streich, Hansen and Veum""",gas_transport,23.02,"""Scientist, audiological""",1,0,95,"Fields Landing,CA"
324,"""Swift, Bradtke and Marquardt""",grocery_net,12.0,"""Scientist, audiological""",1,2,95,"Fields Landing,CA"
325,"""Goldner, Kovacek and Abbott""",grocery_pos,349.7,"""Scientist, audiological""",1,2,95,"Fields Landing,CA"
326,Strosin-Cruickshank,grocery_pos,326.64,"""Scientist, audiological""",1,2,95,"Fields Landing,CA"
327,Bashirian Group,shopping_net,974.95,"""Scientist, audiological""",1,12,95,"Fields Landing,CA"
328,McDermott-Weimann,grocery_pos,337.68,"""Scientist, audiological""",1,22,95,"Fields Landing,CA"
329,Bogisich-Homenick,misc_net,847.19,"""Scientist, audiological""",1,23,95,"Fields Landing,CA"
330,Kilback LLC,grocery_pos,340.41,"""Scientist, audiological""",1,23,95,"Fields Landing,CA"
331,Stoltenberg-Beatty,shopping_pos,873.75,"""Scientist, audiological""",1,23,95,"Fields Landing,CA"
332,Koelpin and Sons,misc_net,734.75,Health service manager,1,22,97,"June Lake,CA"
333,Bashirian Group,shopping_net,888.44,Health service manager,1,22,97,"June Lake,CA"
334,"""Moore, Dibbert and Koepp""",misc_net,613.99,Health service manager,1,23,97,"June Lake,CA"
335,Lockman Lt,grocery_pos,346.58,Health service manager,1,16,97,"June Lake,CA"
336,"""Huel, Hammes and Witting""",grocery_pos,350.64,Health service manager,1,22,97,"June Lake,CA"
337,O'Keefe-Hudson,grocery_pos,331.2,Health service manager,1,22,97,"June Lake,CA"
338,Koss and Sons,gas_transport,14.01,"""Scientist, physiological""",1,5,60,"Eugene,OR"
339,Stamm-Witting,shopping_net,861.34,"""Scientist, physiological""",1,22,60,"Eugene,OR"
340,Vandervort-Funk,grocery_pos,289.51,"""Scientist, physiological""",1,22,60,"Eugene,OR"
341,Brown PLC,misc_net,865.88,"""Scientist, physiological""",1,23,60,"Eugene,OR"
342,Bogisich Inc,grocery_pos,309.33,"""Scientist, physiological""",1,0,60,"Eugene,OR"
343,Kutch and Sons,grocery_pos,262.56,"""Scientist, physiological""",1,0,60,"Eugene,OR"
344,Harris Inc,gas_transport,11.93,"""Scientist, physiological""",1,1,60,"Eugene,OR"
345,"""Casper, Hand and Zul""",grocery_pos,297.95,"""Scientist, physiological""",1,1,60,"Eugene,OR"
346,Kerluke-Abshire,shopping_net,999.84,"""Scientist, physiological""",1,12,60,"Eugene,OR"
347,Cormier LLC,shopping_net,872.94,"""Scientist, physiological""",1,22,60,"Eugene,OR"
348,"""Quitzon, Green and Bashirian""",shopping_pos,945.07,"""Scientist, physiological""",1,22,60,"Eugene,OR"
349,Cole PLC,grocery_pos,277.2,"""Scientist, physiological""",1,23,60,"Eugene,OR"
350,"""Goldner, Kovacek and Abbott""",grocery_pos,340.02,Cartographer,1,0,58,"Mesa,ID"
351,"""Christiansen, Goyette and Schamberge""",gas_transport,18.55,Chartered legal executive (England and Wales),1,0,57,"Blairsden-Graeagle,CA"
352,Kuhic Inc,grocery_pos,307.53,Cartographer,1,0,58,"Mesa,ID"
353,Padberg-Welch,grocery_pos,298.19,Chartered legal executive (England and Wales),1,0,57,"Blairsden-Graeagle,CA"
354,Heidenreich PLC,grocery_pos,344.48,Cartographer,1,1,58,"Mesa,ID"
355,"""Greenholt, Jacobi and Gleason""",gas_transport,20.3,Cartographer,1,10,58,"Mesa,ID"
356,"""Kilback, Nitzsche and Leffle""",travel,2.13,Chartered legal executive (England and Wales),1,14,57,"Blairsden-Graeagle,CA"
357,Ankunding LLC,shopping_net,973.38,Cartographer,1,22,58,"Mesa,ID"
358,"""Rippin, Kub and Mann""",misc_net,794.06,Cartographer,1,22,58,"Mesa,ID"
359,Klocko LLC,misc_net,806.16,Cartographer,1,23,58,"Mesa,ID"
360,Hudson-Ratke,grocery_pos,333.17,Chartered legal executive (England and Wales),1,23,57,"Blairsden-Graeagle,CA"
361,McDermott-Weimann,grocery_pos,336.71,Chartered legal executive (England and Wales),1,23,57,"Blairsden-Graeagle,CA"
362,Huel-Langworth,misc_net,965.16,Cartographer,1,23,58,"Mesa,ID"
363,Cartwright-Harris,grocery_pos,310.9,Cartographer,1,2,58,"Mesa,ID"
364,Kiehn-Emmerich,grocery_pos,313.33,Chartered legal executive (England and Wales),1,2,57,"Blairsden-Graeagle,CA"
365,Deckow-O'Conne,grocery_pos,302.59,Chartered legal executive (England and Wales),1,3,57,"Blairsden-Graeagle,CA"
366,"""Gottlieb, Considine and Schultz""",shopping_net,1093.55,Cartographer,1,22,58,"Mesa,ID"
367,Koepp-Witting,grocery_pos,305.5,Chartered legal executive (England and Wales),1,22,57,"Blairsden-Graeagle,CA"
368,"""Baumbach, Feeney and Mo""",shopping_net,938.4,Cartographer,1,23,58,"Mesa,ID"
369,Stiedemann Inc,misc_pos,49.49,Chartered legal executive (England and Wales),1,23,57,"Blairsden-Graeagle,CA"
370,Kling Inc,gas_transport,8.52,Civil Service administrator,1,0,48,"Albuquerque,NM"
371,Kemmer-Buckridge,misc_pos,6.3,Civil Service administrator,1,0,48,"Albuquerque,NM"
372,Dooley Inc,shopping_pos,830.38,Civil Service administrator,1,0,48,"Albuquerque,NM"
373,Wolf Inc,grocery_pos,338.29,Civil Service administrator,1,2,48,"Albuquerque,NM"
374,Larkin Lt,kids_pets,22.32,Civil Service administrator,1,22,48,"Albuquerque,NM"
375,Fisher-Schowalte,shopping_net,1016.88,Civil Service administrator,1,0,48,"Albuquerque,NM"
376,Nienow PLC,entertainment,494.73,Civil Service administrator,1,1,48,"Albuquerque,NM"
377,Volkman-Predovic,shopping_net,1152.92,Civil Service administrator,1,1,48,"Albuquerque,NM"
378,Douglas-White,entertainment,580.32,Civil Service administrator,1,1,48,"Albuquerque,NM"
379,Cormier LLC,health_fitness,17.38,Civil Service administrator,1,17,48,"Albuquerque,NM"
380,Cormier LLC,shopping_net,993.66,Further education lecturer,1,22,36,"Pueblo,CO"
381,"""Bahringer, Bergnaum and Quitzon""",home,242.48,Civil Service administrator,1,22,48,"Albuquerque,NM"
382,"""Douglas, Schneider and Turne""",shopping_pos,740.25,Further education lecturer,1,23,36,"Pueblo,CO"
383,Mosciski Group,travel,8.74,Civil Service administrator,1,23,48,"Albuquerque,NM"
384,Pacocha-O'Reilly,grocery_pos,276.33,Further education lecturer,1,0,36,"Pueblo,CO"
385,Strosin-Cruickshank,grocery_pos,299.87,Further education lecturer,1,1,36,"Pueblo,CO"
386,Lockman Lt,grocery_pos,289.58,Further education lecturer,1,1,36,"Pueblo,CO"
387,Hackett-Lueilwitz,grocery_pos,300.92,Further education lecturer,1,3,36,"Pueblo,CO"
388,Pagac LLC,shopping_pos,701.48,Further education lecturer,1,16,36,"Pueblo,CO"
389,"""Reichert, Rowe and Mraz""",shopping_net,1059.44,Further education lecturer,1,22,36,"Pueblo,CO"
390,Volkman-Predovic,shopping_net,1123.17,Further education lecturer,1,23,36,"Pueblo,CO"
391,"""Gottlieb, Considine and Schultz""",shopping_net,1079.81,Further education lecturer,1,23,36,"Pueblo,CO"
392,Rutherford-Mertz,grocery_pos,350.88,"""Surveyor, minerals""",1,1,84,"Campbell,NE"
393,Heller-Langosh,gas_transport,22.57,"""Surveyor, minerals""",1,1,84,"Campbell,NE"
394,"""Parisian, Schiller and Altenwerth""",misc_net,874.45,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
395,Miller-Harris,misc_net,784.69,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
396,Welch Inc,misc_net,803.64,"""Surveyor, minerals""",1,23,84,"Campbell,NE"
397,Prohaska-Murray,gas_transport,8.27,Location manager,1,0,35,"Moab,UT"
398,"""Jenkins, Hauck and Friesen""",gas_transport,21.11,"""Surveyor, minerals""",1,1,84,"Campbell,NE"
399,Kutch and Sons,grocery_pos,288.62,Location manager,1,2,35,"Moab,UT"
400,"""Schaefer, McGlynn and Bosco""",gas_transport,7.81,Location manager,1,2,35,"Moab,UT"
401,Cartwright-Harris,grocery_pos,351.2,Occupational psychologist,1,3,70,"Tomales,CA"
402,Heller-Langosh,gas_transport,23.84,Occupational psychologist,1,3,70,"Tomales,CA"
403,Koepp-Witting,grocery_pos,304.52,Location manager,1,6,35,"Moab,UT"
404,"""Reichert, Rowe and Mraz""",shopping_net,1069.68,"""Surveyor, minerals""",1,13,84,"Campbell,NE"
405,"""Douglas, Schneider and Turne""",shopping_pos,874.29,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
406,Bailey-Mo,grocery_pos,303.68,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
407,Fisher-Schowalte,shopping_net,1175.88,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
408,Kiehn-Emmerich,grocery_pos,343.27,"""Surveyor, minerals""",1,22,84,"Campbell,NE"
409,Boyer-Reichert,shopping_net,873.24,Occupational psychologist,1,22,70,"Tomales,CA"
410,Abernathy and Sons,food_dining,126.78,"""Surveyor, minerals""",1,23,84,"Campbell,NE"
411,Gerlach Inc,shopping_net,1006.34,Location manager,1,23,35,"Moab,UT"
412,Pouros-Haag,shopping_pos,1158.16,"""Surveyor, minerals""",1,23,84,"Campbell,NE"
413,Donnelly PLC,misc_net,635.33,Occupational psychologist,1,23,70,"Tomales,CA"
414,Kuhic LLC,shopping_net,1026.88,Occupational psychologist,1,23,70,"Tomales,CA"
415,Corwin-Collins,gas_transport,9.63,Location manager,1,1,35,"Moab,UT"
416,Hudson-Ratke,grocery_pos,283.21,Location manager,1,2,35,"Moab,UT"
417,Pagac LLC,shopping_pos,827.78,Occupational psychologist,1,15,70,"Tomales,CA"
418,"""Watsica, Haag and Considine""",shopping_pos,826.2,Occupational psychologist,1,20,70,"Tomales,CA"
419,"""Stanton, Jakubowski and Baumbach""",shopping_net,1018.08,Occupational psychologist,1,22,70,"Tomales,CA"
420,Hudson-Ratke,grocery_pos,313.21,Occupational psychologist,1,22,70,"Tomales,CA"
421,Stamm-Witting,shopping_net,1040.49,Location manager,1,22,35,"Moab,UT"
422,"""Mosciski, Ziemann and Farrell""",shopping_net,881.95,Location manager,1,22,35,"Moab,UT"
423,Flatley-Durgan,misc_net,799.36,Occupational psychologist,1,23,70,"Tomales,CA"
424,"""Mosciski, Gislason and Mertz""",grocery_pos,307.58,Human resources officer,1,3,39,"Red Cliff,CO"
425,"""Stanton, Jakubowski and Baumbach""",shopping_net,1007.47,Human resources officer,1,13,39,"Red Cliff,CO"
426,"""Gottlieb, Considine and Schultz""",shopping_net,1019.96,Human resources officer,1,22,39,"Red Cliff,CO"
427,Lemke-Gutmann,shopping_net,1206.13,Human resources officer,1,23,39,"Red Cliff,CO"
428,Kutch-Hegmann,grocery_net,10.36,Human resources officer,1,1,39,"Red Cliff,CO"
429,Heidenreich PLC,grocery_pos,315.48,Fine artist,1,3,61,"Downey,CA"
430,"""Greenholt, Jacobi and Gleason""",gas_transport,11.15,Human resources officer,1,4,39,"Red Cliff,CO"
431,Towne LLC,misc_pos,8.65,Human resources officer,1,22,39,"Red Cliff,CO"
432,Huel Lt,misc_net,770.45,Fine artist,1,22,61,"Downey,CA"
433,"""Little, Gutmann and Lynch""",shopping_net,924.0,Human resources officer,1,22,39,"Red Cliff,CO"
434,"""Tillman, Fritsch and Schmitt""",misc_net,761.93,Fine artist,1,22,61,"Downey,CA"
435,Reynolds-Schinne,misc_pos,7.72,Fine artist,1,23,61,"Downey,CA"
436,Kuhn LLC,misc_net,888.97,Fine artist,1,23,61,"Downey,CA"
437,"""Gottlieb, Considine and Schultz""",shopping_net,988.92,Fine artist,1,23,61,"Downey,CA"
438,"""Terry, Johns and Bins""",misc_pos,10.1,Fine artist,1,23,61,"Downey,CA"
439,Kuhn LLC,shopping_pos,1145.9,Fine artist,1,23,61,"Downey,CA"
440,Prohaska-Murray,gas_transport,11.14,Fine artist,1,3,61,"Downey,CA"
441,Gleason-Macejkovic,shopping_net,957.4,Fine artist,1,23,61,"Downey,CA"
442,Schmidt and Sons,shopping_net,1048.41,Web designer,1,2,41,"Smith River,CA"
443,Welch Inc,misc_net,828.47,Web designer,1,2,41,"Smith River,CA"
444,Vandervort-Funk,grocery_pos,397.97,Web designer,1,2,41,"Smith River,CA"
445,Abbott-Rogahn,entertainment,544.63,Web designer,1,22,41,"Smith River,CA"
446,Bechtelar-Rippin,food_dining,124.71,Web designer,1,23,41,"Smith River,CA"
447,Barton Inc,grocery_pos,350.77,Web designer,1,2,41,"Smith River,CA"
448,"""Nicolas, Hills and McGlynn""",entertainment,485.64,Web designer,1,22,41,"Smith River,CA"
449,"""Streich, Dietrich and Barton""",shopping_net,1014.68,"""Lecturer, higher education""",1,15,31,"Riverton,WY"
450,Bednar Group,misc_net,924.45,"""Lecturer, higher education""",1,1,31,"Riverton,WY"
451,Rodriguez Group,gas_transport,6.84,"""Lecturer, higher education""",1,1,31,"Riverton,WY"
452,Schamberger-O'Keefe,grocery_pos,339.21,"""Lecturer, higher education""",1,3,31,"Riverton,WY"
453,"""Romaguera, Cruickshank and Greenholt""",shopping_net,857.79,"""Lecturer, higher education""",1,20,31,"Riverton,WY"
454,Kozey-Boehm,shopping_net,793.81,"""Lecturer, higher education""",1,23,31,"Riverton,WY"
455,"""Kuhic, Bins and Pfeffe""",shopping_net,1020.23,"""Lecturer, higher education""",1,23,31,"Riverton,WY"
456,Schmitt Inc,gas_transport,9.81,"""Research officer, political party""",1,1,40,"Conway,WA"
457,Gleason-Macejkovic,shopping_net,1050.47,"""Research officer, political party""",1,2,40,"Conway,WA"
458,Luettgen PLC,gas_transport,9.61,"""Research officer, political party""",1,3,40,"Conway,WA"
459,DuBuque LLC,grocery_pos,313.17,"""Research officer, political party""",1,3,40,"Conway,WA"
460,Renner Lt,home,242.6,"""Research officer, political party""",1,22,40,"Conway,WA"
461,"""Quitzon, Green and Bashirian""",shopping_pos,788.66,"""Research officer, political party""",1,23,40,"Conway,WA"
462,"""Reichert, Shanahan and Hayes""",shopping_net,852.22,"""Research officer, political party""",1,0,40,"Conway,WA"
463,Rempel Inc,shopping_net,970.12,"""Research officer, political party""",1,3,40,"Conway,WA"
464,Swift PLC,kids_pets,24.21,"""Research officer, political party""",1,23,40,"Conway,WA"
465,Heidenreich PLC,grocery_pos,263.15,Geoscientist,1,2,27,"San Jose,CA"
466,Cole PLC,grocery_pos,300.62,Geoscientist,1,2,27,"San Jose,CA"
467,Welch Inc,misc_net,819.53,Geoscientist,1,3,27,"San Jose,CA"
468,Kiehn-Emmerich,grocery_pos,298.99,Geoscientist,1,3,27,"San Jose,CA"
469,Bogisich Inc,grocery_pos,288.41,Geoscientist,1,1,27,"San Jose,CA"
470,Hamill-Daugherty,misc_net,780.58,Geoscientist,1,1,27,"San Jose,CA"
471,Kozey-Boehm,shopping_net,1082.07,Geoscientist,1,23,27,"San Jose,CA"
472,Thiel PLC,misc_pos,8.97,Geoscientist,1,23,27,"San Jose,CA"
473,Kuhn LLC,shopping_pos,791.6,Geoscientist,1,23,27,"San Jose,CA"
474,Welch Inc,misc_net,650.5,"""Radiographer, diagnostic""",1,13,62,"Syracuse,MO"
475,Spencer PLC,entertainment,658.74,"""Radiographer, diagnostic""",1,14,62,"Syracuse,MO"
476,"""Wintheiser, Dietrich and Schimmel""",misc_pos,49.44,"""Radiographer, diagnostic""",1,20,62,"Syracuse,MO"
477,McDermott-Weimann,grocery_pos,290.92,"""Radiographer, diagnostic""",1,21,62,"Syracuse,MO"
478,"""Bradtke, Torp and Bahringe""",personal_care,48.28,"""Radiographer, diagnostic""",1,22,62,"Syracuse,MO"
479,Jewess LLC,shopping_pos,767.23,Systems analyst,1,15,78,"Grenada,CA"
480,Terry-Huel,shopping_net,925.84,Systems analyst,1,22,78,"Grenada,CA"
481,"""Altenwerth, Cartwright and Koss""",shopping_net,1075.76,Systems analyst,1,22,78,"Grenada,CA"
482,Dibbert-Green,entertainment,672.48,Systems analyst,1,22,78,"Grenada,CA"
483,"""Willms, Kris and Bergnaum""",shopping_pos,903.96,Systems analyst,1,23,78,"Grenada,CA"
484,Friesen-Stamm,gas_transport,21.9,Systems analyst,1,1,78,"Grenada,CA"
485,Kling-Grant,grocery_net,15.13,Systems analyst,1,1,78,"Grenada,CA"
486,Pfeffer and Sons,shopping_pos,754.42,Systems analyst,1,22,78,"Grenada,CA"
487,"""Schmeler, Bashirian and Price""",shopping_net,921.46,Systems analyst,1,22,78,"Grenada,CA"
488,"""Greenholt, O'Hara and Balistreri""",shopping_net,871.92,Systems analyst,1,22,78,"Grenada,CA"
489,Kerluke Inc,misc_net,809.74,Systems analyst,1,23,78,"Grenada,CA"
490,"""Reichert, Huels and Hoppe""",shopping_net,1012.77,Systems analyst,1,23,78,"Grenada,CA"
491,Lebsack and Sons,misc_net,828.49,Systems analyst,1,23,78,"Grenada,CA"
492,McGlynn-Heathcote,misc_net,802.85,Public librarian,1,0,50,"Jelm,WY"
493,"""Altenwerth, Cartwright and Koss""",shopping_net,1032.41,Public librarian,1,0,50,"Jelm,WY"
494,Auer LLC,personal_care,19.24,Public librarian,1,22,50,"Jelm,WY"
495,Kulas Group,health_fitness,24.09,Public librarian,1,22,50,"Jelm,WY"
496,Botsford PLC,home,223.89,Public librarian,1,23,50,"Jelm,WY"
497,Goyette Inc,shopping_net,915.93,Public librarian,1,3,50,"Jelm,WY"
498,Rau and Sons,grocery_pos,331.83,Public librarian,1,3,50,"Jelm,WY"
499,Bernhard Inc,gas_transport,7.43,Public librarian,1,3,50,"Jelm,WY"
500,Leffler-Goldne,personal_care,20.86,Public librarian,1,20,50,"Jelm,WY"
501,Bartoletti and Sons,personal_care,20.38,Public librarian,1,22,50,"Jelm,WY"
502,Beier LLC,entertainment,492.51,Public librarian,1,23,50,"Jelm,WY"
503,"""Kihn, Abernathy and Douglas""",shopping_net,1145.36,"""Investment banker, corporate""",1,15,74,"Unionville,MO"
504,Jast-McDermott,shopping_pos,955.45,"""Investment banker, corporate""",1,21,74,"Unionville,MO"
505,Lynch Lt,shopping_pos,922.33,"""Investment banker, corporate""",1,22,74,"Unionville,MO"
506,Botsford Lt,shopping_pos,1106.68,"""Investment banker, corporate""",1,22,74,"Unionville,MO"
507,"""Eichmann, Hayes and Treutel""",travel,9.79,"""Investment banker, corporate""",1,23,74,"Unionville,MO"
508,Kuphal-Predovic,misc_net,832.47,"""Investment banker, corporate""",1,23,74,"Unionville,MO"
509,Schmitt Lt,misc_net,716.27,"""Investment banker, corporate""",1,23,74,"Unionville,MO"
510,"""Lehner, Mosciski and King""",misc_net,812.4,"""Investment banker, corporate""",1,23,74,"Unionville,MO"
511,Strosin-Cruickshank,grocery_pos,310.06,"""Investment banker, corporate""",1,0,74,"Unionville,MO"
